0.187354 0.0131001
0.327311 0.0585619
0.257762 0.214861
0.561057 0.815069
0.739322 0.324551
0.466187 0.644243
0.324205 0.764562
0.52061 0.0408308
0.646905 0.361293
0.989803 0.035511
0.184262 0.57185
0.964338 0.0335815
0.899211 0.291649
0.0921434 0.156973
0.50651 0.653201
0.252344 0.711364
0.355607 0.512103
0.565808 0.28848
0.116025 0.890013
0.053042 0.636635
0.735458 0.18219
0.492497 0.581686
0.0683012 0.456835
0.124486 0.254993
0.360611 0.0965284
0.643617 0.612956
0.807893 0.356791
0.331488 0.1635
0.787309 0.505022
0.621554 0.718153
0.204969 0.619483
0.801673 0.131297
0.588132 0.13738
0.837486 0.336615
0.591609 0.205402
0.0585007 0.235225
0.592016 0.149846
0.0298931 0.46091
0.0471417 0.481873
0.445829 0.834451
0.986895 0.0673828
0.552604 0.191864
0.686866 0.191405
0.132291 0.488538
0.322702 0.654404
0.358513 0.910834
0.791784 0.195999
0.247449 0.636575
0.157971 0.839057
0.841977 0.216472
0.0742825 0.660335
0.0828653 0.666298
0.810181 0.112758
0.127208 0.857322
0.594631 0.573037
0.691773 0.581527
0.640419 0.244378
0.773391 0.327285
0.560086 0.174336
0.669318 0.35187
0.370335 0.916766
0.490757 0.827644
0.496404 0.300938
0.15826 0.535034
0.196649 0.850034
0.116561 0.837069
0.0944113 0.889951
0.164354 0.530194
0.288678 0.35572
0.154513 0.957996
0.70759 0.524849
0.0531554 0.630586
0.526457 0.797934
0.460692 0.0172142
0.318152 0.565981
0.580709 0.476412
0.101015 0.777358
0.326446 0.217575
0.614427 0.420857
0.107527 0.77878
0.758958 0.239729
0.25888 0.913471
0.197725 0.96647
0.43832 0.0724867
0.662505 0.491475
0.703073 0.188962
0.289409 0.163765
0.206176 0.914988
0.120861 0.524328
0.480968 0.70157
0.000739958 0.581983
0.478928 0.327186
0.799558 0.0933549
0.938823 0.0691241
0.544564 0.136547
0.0355936 0.982884
0.209034 0.698098
0.075871 0.0932356
0.678756 0.196732
0.617563 0.159724
0.741707 0.37723
0.470585 0.693532
0.448349 0.34272
0.392626 0.258593
0.327717 0.518377
0.467995 0.363311
0.501261 0.677029
0.0614092 0.97562
0.739388 0.665006
0.0417045 0.418143
0.577867 0.76004
0.277571 0.319574
0.137271 0.22306
0.916592 0.309187
0.950576 0.309218
0.442767 0.108662
0.258809 0.944027
0.785691 0.320218
0.919647 0.374826
0.268687 0.659035
0.0398327 0.310391
0.0771786 0.901571
0.661612 0.247231
0.470291 0.835458
0.406738 0.386883
0.144645 0.357314
0.696101 0.712425
0.281703 0.336768
0.607923 0.72447
0.44543 0.866732
0.668497 0.23112
0.18695 0.588145
0.605947 0.455636
0.24718 0.64578
0.766028 0.324358
0.547351 0.735687
0.00784461 0.453208
0.789481 0.414583
0.771897 0.536193
0.646552 0.0535999
0.872961 0.254474
0.77807 0.31839
0.121206 0.446567
0.549511 0.308156
0.0347116 0.155458
0.763792 0.281891
0.801237 0.52982
0.606249 0.348588
0.265507 0.585653
0.55755 0.248424
0.539677 0.565395
0.701633 0.329159
0.263285 0.751874
0.0779175 0.909836
0.164311 0.583544
0.269269 0.285517
0.0301107 0.81878
0.593672 0.0648223
0.346714 0.775475
0.124063 0.15279
0.538616 0.681613
0.401215 0.0782935
0.247008 0.102847
0.407452 0.226985
0.644572 0.670737
